Dia,CAMPANHA,Produto/Anúncio,PUBLICO,Impressões do anúncio,Cliques,Custo,Cadastros de Conta Corrente,Conversões,Receita,CTR (Click Through Rate),Taxa de Conversão de Cliques (H) para Conversões (K),CPC (Custo por Clique),CPA (Custo por Aquisição/Conversão),ROI como Índice (ROAS),ROI (Retorno sobre Investimento),CANAL_ORIGEM,Vendedor que atendeu
2022-09-03 00:00:00,REMARKETING,Empréstimo,HOT,7070.0,80.0,308.2,0.0,0.0,0.0,0.0113154172560113,0.0,3.8525,0.0,0.0,-1.0,METAADS,
2022-09-04 00:00:00,Institucional,Empréstimo,COLD,460.0,40.0,66.2,,0.0,0.0,0.0869565217391304,0.0,1.655,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-04 00:00:00,Remarketing,Empréstimo,HOT,22300.0,170.0,103.0,,0.0,0.0,0.0076233183856502,0.0,0.6058823529411764,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-04 00:00:00,REMARKETING,Empréstimo,HOT,35470.0,290.0,1061.3,0.0,0.0,0.0,0.0081759233154778,0.0,3.659655172413793,0.0,0.0,-1.0,METAADS,
2022-09-04 00:00:00,REMARKETING,Empréstimo,COLD,89410.0,310.0,1600.5,0.0,0.0,0.0,0.0034671736942176,0.0,5.162903225806452,0.0,0.0,-1.0,METAADS,
2022-09-04 00:00:00,CONVERSAO,Empréstimo,HOT,5850.0,150.0,325.4,0.0,0.0,0.0,0.0256410256410256,0.0,2.1693333333333333,0.0,0.0,-1.0,METAADS,
2022-09-05 00:00:00,Institucional,Empréstimo,COLD,1050.0,160.0,321.5,,0.0,0.0,0.1523809523809524,0.0,2.009375,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-05 00:00:00,Remarketing,Empréstimo,HOT,20980.0,110.0,70.1,,0.0,0.0,0.0052430886558627,0.0,0.6372727272727272,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-05 00:00:00,REMARKETING,Empréstimo,HOT,41590.0,300.0,1020.5,0.0,0.0,0.0,0.0072132724212551,0.0,3.401666666666667,0.0,0.0,-1.0,METAADS,
2022-09-05 00:00:00,REMARKETING,Empréstimo,COLD,95750.0,470.0,1536.3,0.0,2.0,24132.6,0.0049086161879895,0.0042553191489361,3.268723404255319,768.15,15.708260105448154,14.708260105448154,METAADS,
2022-09-05 00:00:00,CONVERSAO,Empréstimo,HOT,6320.0,60.0,295.3,0.0,1.0,12.0,0.0094936708860759,0.0166666666666666,4.921666666666667,295.3,0.0406366407043684,-0.9593633592956315,METAADS,
2022-09-06 00:00:00,Institucional,Empréstimo,COLD,950.0,190.0,371.1,,0.0,0.0,0.2,0.0,1.9531578947368424,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-06 00:00:00,Remarketing,Empréstimo,HOT,20910.0,190.0,134.9,,0.0,0.0,0.0090865614538498,0.0,0.7100000000000001,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-06 00:00:00,REMARKETING,Empréstimo,HOT,42280.0,250.0,989.6,0.0,2.0,26919.0,0.0059129612109744,0.008,3.9584,494.8,27.20189975747777,26.20189975747777,METAADS,
2022-09-06 00:00:00,REMARKETING,Empréstimo,COLD,69240.0,340.0,1496.6,0.0,0.0,0.0,0.0049104563835932,0.0,4.401764705882353,0.0,0.0,-1.0,METAADS,
2022-09-06 00:00:00,CONVERSAO,Empréstimo,HOT,5840.0,50.0,301.6,0.0,0.0,0.0,0.0085616438356164,0.0,6.032,0.0,0.0,-1.0,METAADS,
2022-09-07 00:00:00,Remarketing,Empréstimo,HOT,22300.0,120.0,76.39999999999999,,0.0,0.0,0.0053811659192825,0.0,0.6366666666666666,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-07 00:00:00,Institucional,Empréstimo,COLD,580.0,60.0,67.4,,0.0,0.0,0.1034482758620689,0.0,1.1233333333333335,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-07 00:00:00,REMARKETING,Empréstimo,HOT,42210.0,440.0,980.9,0.0,1.0,13459.5,0.0104240701255626,0.0022727272727272,2.229318181818182,980.9,13.721582220409829,12.721582220409829,METAADS,
2022-09-07 00:00:00,REMARKETING,Empréstimo,COLD,62030.0,370.0,1449.0,0.0,0.0,0.0,0.0059648557149766,0.0,3.916216216216216,0.0,0.0,-1.0,METAADS,
2022-09-07 00:00:00,CONVERSAO,Empréstimo,HOT,6650.0,60.0,288.2,0.0,0.0,0.0,0.0090225563909774,0.0,4.803333333333333,0.0,0.0,-1.0,METAADS,
2022-09-08 00:00:00,Institucional,Empréstimo,COLD,920.0,120.0,143.7,,0.0,0.0,0.1304347826086956,0.0,1.1975,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-08 00:00:00,Remarketing,Empréstimo,HOT,19260.0,140.0,124.1,,2.0,14955.0,0.0072689511941848,1.0,0.8864285714285713,62.05,120.50765511684126,119.50765511684126,GOOGLE ADS,
2022-09-08 00:00:00,REMARKETING,Empréstimo,HOT,41070.0,240.0,968.8,0.0,0.0,0.0,0.0058436815193571,0.0,4.036666666666666,0.0,0.0,-1.0,METAADS,
2022-09-08 00:00:00,REMARKETING,Empréstimo,COLD,62980.0,450.0,1443.4,0.0,0.0,0.0,0.0071451254366465,0.0,3.207555555555556,0.0,0.0,-1.0,METAADS,
2022-09-08 00:00:00,CONVERSAO,Empréstimo,HOT,5750.0,30.0,291.6,0.0,0.0,0.0,0.0052173913043478,0.0,9.72,0.0,0.0,-1.0,METAADS,
2022-09-09 00:00:00,Remarketing,Empréstimo,HOT,18380.0,290.0,231.2,,0.0,0.0,0.015778019586507,0.0,0.7972413793103449,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-09 00:00:00,Institucional,Empréstimo,COLD,910.0,80.0,90.8,,0.0,0.0,0.0879120879120879,0.0,1.135,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-09 00:00:00,REMARKETING,Empréstimo,HOT,33510.0,300.0,958.7,0.0,0.0,0.0,0.0089525514771709,0.0,3.195666666666667,0.0,0.0,-1.0,METAADS,
2022-09-09 00:00:00,REMARKETING,Empréstimo,COLD,56080.0,350.0,1431.4,0.0,0.0,0.0,0.0062410841654778,0.0,4.089714285714285,0.0,0.0,-1.0,METAADS,
2022-09-09 00:00:00,CONVERSAO,Empréstimo,HOT,5990.0,40.0,292.6,0.0,0.0,0.0,0.006677796327212,0.0,7.315,0.0,0.0,-1.0,METAADS,
2022-09-10 00:00:00,Institucional,Empréstimo,COLD,450.0,90.0,131.0,,1.0,14955.0,0.2,1.0,1.4555555555555555,131.0,114.16030534351144,113.16030534351144,GOOGLE ADS,
2022-09-10 00:00:00,Remarketing,Empréstimo,HOT,18180.0,150.0,128.1,,0.0,0.0,0.0082508250825082,0.0,0.854,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-10 00:00:00,REMARKETING,Empréstimo,HOT,31770.0,270.0,1020.2,0.0,1.0,13459.5,0.0084985835694051,0.0037037037037037,3.7785185185185184,1020.2,13.193001372279946,12.193001372279944,METAADS,
2022-09-10 00:00:00,REMARKETING,Empréstimo,COLD,51030.0,390.0,1542.6,0.0,0.0,0.0,0.0076425631981187,0.0,3.9553846153846153,0.0,0.0,-1.0,METAADS,
2022-09-10 00:00:00,CONVERSAO,Empréstimo,HOT,4770.0,60.0,305.1,0.0,1.0,13459.5,0.0125786163522012,0.0166666666666666,5.085,305.1,44.11504424778761,43.11504424778761,METAADS,
2022-09-11 00:00:00,Institucional,Empréstimo,COLD,550.0,90.0,120.0,,1.0,14955.0,0.1636363636363636,1.0,1.3333333333333333,120.0,124.625,123.625,GOOGLE ADS,
2022-09-11 00:00:00,Remarketing,Empréstimo,HOT,23080.0,340.0,212.9,,4.0,29910.0,0.0147313691507798,1.0,0.6261764705882352,53.225,140.4884922498826,139.48849224988257,GOOGLE ADS,
2022-09-11 00:00:00,REMARKETING,Empréstimo,HOT,41530.0,210.0,1058.1999999999998,0.0,0.0,0.0,0.0050565856007705,0.0,5.0390476190476186,0.0,0.0,-1.0,METAADS,
2022-09-11 00:00:00,REMARKETING,Empréstimo,COLD,58280.0,280.0,1592.3,0.0,1.0,13459.5,0.0048043925875085,0.0035714285714285,5.6867857142857146,1592.3,8.452866922062425,7.452866922062426,METAADS,
2022-09-11 00:00:00,CONVERSAO,Empréstimo,HOT,6250.0,60.0,327.8,0.0,1.0,13459.5,0.0096,0.0166666666666666,5.463333333333334,327.8,41.0600976205003,40.06009762050031,METAADS,
2022-09-12 00:00:00,Remarketing,Empréstimo,HOT,20650.0,170.0,102.6,,0.0,0.0,0.0082324455205811,0.0,0.6035294117647059,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-12 00:00:00,Institucional,Empréstimo,COLD,960.0,160.0,184.7,,0.0,0.0,0.1666666666666666,0.0,1.154375,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-12 00:00:00,REMARKETING,Empréstimo,HOT,45980.0,280.0,1026.7,0.0,0.0,0.0,0.0060896041757285,0.0,3.6667857142857145,0.0,0.0,-1.0,METAADS,
2022-09-12 00:00:00,REMARKETING,Empréstimo,COLD,70610.0,490.0,1537.5,0.0,0.0,0.0,0.0069395269791814,0.0,3.1377551020408165,0.0,0.0,-1.0,METAADS,
2022-09-12 00:00:00,CONVERSAO,Empréstimo,HOT,5960.0,50.0,299.6,0.0,0.0,0.0,0.0083892617449664,0.0,5.992000000000001,0.0,0.0,-1.0,METAADS,
2022-09-13 00:00:00,Institucional,Empréstimo,COLD,1150.0,80.0,71.2,,1.0,14955.0,0.0695652173913043,1.0,0.89,71.2,210.04213483146063,209.04213483146063,GOOGLE ADS,
2022-09-13 00:00:00,Remarketing,Empréstimo,HOT,17510.0,120.0,105.8,,0.0,0.0,0.0068532267275842,0.0,0.8816666666666666,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-13 00:00:00,REMARKETING,Empréstimo,HOT,42660.0,200.0,992.3,0.0,0.0,0.0,0.0046882325363338,0.0,4.9615,0.0,0.0,-1.0,METAADS,
2022-09-13 00:00:00,REMARKETING,Empréstimo,COLD,68940.0,350.0,1488.8,0.0,0.0,0.0,0.0050768784450246,0.0,4.253714285714286,0.0,0.0,-1.0,METAADS,
2022-09-13 00:00:00,CONVERSAO,Empréstimo,HOT,6040.0,70.0,298.9,0.0,0.0,0.0,0.0115894039735099,0.0,4.27,0.0,0.0,-1.0,METAADS,
2022-09-14 00:00:00,Remarketing,Empréstimo,HOT,18620.0,110.0,64.9,,0.0,0.0,0.005907626208378,0.0,0.5900000000000001,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-14 00:00:00,Institucional,Empréstimo,COLD,1200.0,180.0,298.6,,0.0,0.0,0.15,0.0,1.658888888888889,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-14 00:00:00,REMARKETING,Empréstimo,HOT,41710.0,310.0,974.9,0.0,0.0,0.0,0.0074322704387437,0.0,3.144838709677419,0.0,0.0,-1.0,METAADS,
2022-09-14 00:00:00,REMARKETING,Empréstimo,COLD,71290.0,430.0,1449.6,0.0,0.0,0.0,0.0060317015009117,0.0,3.371162790697675,0.0,0.0,-1.0,METAADS,
2022-09-14 00:00:00,CONVERSAO,Empréstimo,HOT,6260.0,50.0,293.7,0.0,0.0,0.0,0.0079872204472843,0.0,5.874,0.0,0.0,-1.0,METAADS,
2022-09-15 00:00:00,Institucional,Empréstimo,COLD,1140.0,190.0,185.9,,0.0,0.0,0.1666666666666666,0.0,0.978421052631579,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-15 00:00:00,Remarketing,Empréstimo,HOT,17840.0,120.0,47.3,,0.0,0.0,0.0067264573991031,0.0,0.3941666666666667,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-15 00:00:00,REMARKETING,Empréstimo,HOT,42370.0,260.0,967.1,0.0,0.0,0.0,0.0061364172763747,0.0,3.719615384615384,0.0,0.0,-1.0,METAADS,
2022-09-15 00:00:00,REMARKETING,Empréstimo,COLD,73800.0,430.0,1466.1,0.0,0.0,0.0,0.0058265582655826,0.0,3.4095348837209305,0.0,0.0,-1.0,METAADS,
2022-09-15 00:00:00,CONVERSAO,Empréstimo,HOT,6280.0,50.0,297.9,0.0,0.0,0.0,0.0079617834394904,0.0,5.957999999999999,0.0,0.0,-1.0,METAADS,
2022-09-16 00:00:00,Remarketing,Empréstimo,HOT,16960.0,160.0,95.5,,0.0,0.0,0.0094339622641509,0.0,0.596875,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-16 00:00:00,Institucional,Empréstimo,COLD,960.0,100.0,146.4,,0.0,0.0,0.1041666666666666,0.0,1.464,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-16 00:00:00,REMARKETING,Empréstimo,HOT,39850.0,210.0,970.0,0.0,0.0,0.0,0.0052697616060225,0.0,4.619047619047619,0.0,0.0,-1.0,METAADS,
2022-09-16 00:00:00,REMARKETING,Empréstimo,COLD,72290.0,510.0,1463.6,0.0,0.0,0.0,0.0070549176926269,0.0,2.869803921568628,0.0,0.0,-1.0,METAADS,
2022-09-16 00:00:00,CONVERSAO,Empréstimo,HOT,5430.0,20.0,290.2,0.0,0.0,0.0,0.003683241252302,0.0,14.51,0.0,0.0,-1.0,METAADS,
2022-09-17 00:00:00,Remarketing,Empréstimo,HOT,16400.0,120.0,102.7,,0.0,0.0,0.0073170731707317,0.0,0.8558333333333332,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-17 00:00:00,Institucional,Empréstimo,COLD,350.0,50.0,81.1,,0.0,0.0,0.1428571428571428,0.0,1.622,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-17 00:00:00,REMARKETING,Empréstimo,HOT,37190.0,280.0,1010.8,0.0,0.0,0.0,0.0075289056197902,0.0,3.61,0.0,0.0,-1.0,METAADS,
2022-09-17 00:00:00,REMARKETING,Empréstimo,COLD,63000.0,440.0,1502.1,0.0,0.0,0.0,0.0069841269841269,0.0,3.4138636363636365,0.0,0.0,-1.0,METAADS,
2022-09-17 00:00:00,CONVERSAO,Empréstimo,HOT,6170.0,80.0,291.90000000000003,0.0,0.0,0.0,0.012965964343598,0.0,3.6487500000000006,0.0,0.0,-1.0,METAADS,
2022-09-18 00:00:00,Institucional,Empréstimo,COLD,420.0,80.0,79.0,,0.0,0.0,0.1904761904761904,0.0,0.9875,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-18 00:00:00,Remarketing,Empréstimo,HOT,19060.0,190.0,155.9,,0.0,0.0,0.0099685204616998,0.0,0.8205263157894737,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-18 00:00:00,REMARKETING,Empréstimo,HOT,39110.0,330.0,1080.1,0.0,0.0,0.0,0.0084377397085144,0.0,3.2730303030303034,0.0,0.0,-1.0,METAADS,
2022-09-18 00:00:00,REMARKETING,Empréstimo,COLD,69190.0,460.0,1619.9,0.0,0.0,0.0,0.006648359589536,0.0,3.521521739130435,0.0,0.0,-1.0,METAADS,
2022-09-18 00:00:00,CONVERSAO,Empréstimo,HOT,5610.0,20.0,315.3,0.0,0.0,0.0,0.0035650623885918,0.0,15.765,0.0,0.0,-1.0,METAADS,
2022-09-19 00:00:00,Institucional,Empréstimo,COLD,1080.0,60.0,92.0,,0.0,0.0,0.0555555555555555,0.0,1.5333333333333334,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-19 00:00:00,Remarketing,Empréstimo,HOT,19260.0,200.0,125.7,,0.0,0.0,0.0103842159916926,0.0,0.6285000000000001,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-19 00:00:00,REMARKETING,Empréstimo,HOT,52690.0,470.0,1151.5,0.0,0.0,0.0,0.0089200986904535,0.0,2.45,0.0,0.0,-1.0,METAADS,
2022-09-19 00:00:00,REMARKETING,Empréstimo,COLD,82750.0,530.0,1641.1,0.0,0.0,0.0,0.006404833836858,0.0,3.0964150943396227,0.0,0.0,-1.0,METAADS,
2022-09-19 00:00:00,CONVERSAO,Empréstimo,HOT,7890.0,70.0,355.5,0.0,0.0,0.0,0.008871989860583,0.0,5.078571428571428,0.0,0.0,-1.0,METAADS,
2022-09-20 00:00:00,Institucional,Empréstimo,COLD,1110.0,60.0,90.7,,0.0,0.0,0.054054054054054,0.0,1.5116666666666667,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-20 00:00:00,Remarketing,Empréstimo,HOT,18880.0,180.0,104.9,,2.0,14955.0,0.0095338983050847,1.0,0.5827777777777778,52.45,142.56434699714012,141.56434699714012,GOOGLE ADS,
2022-09-20 00:00:00,Conversão,Empréstimo,COLD,180.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOGLE ADS,
2022-09-20 00:00:00,REMARKETING,Empréstimo,HOT,70020.0,440.0,1612.3,0.0,0.0,0.0,0.0062839188803199,0.0,3.6643181818181816,0.0,0.0,-1.0,METAADS,
2022-09-20 00:00:00,REMARKETING,Empréstimo,COLD,103860.0,730.0,2023.2,0.0,1.0,13459.5,0.0070286924706335,0.0013698630136986,2.771506849315068,2023.2,6.652580071174378,5.652580071174377,METAADS,
2022-09-20 00:00:00,CONVERSAO,Empréstimo,HOT,8150.0,70.0,527.2,0.0,0.0,0.0,0.0085889570552147,0.0,7.531428571428572,0.0,0.0,-1.0,METAADS,
2022-09-21 00:00:00,Institucional,Empréstimo,COLD,1290.0,140.0,292.0,,0.0,0.0,0.1085271317829457,0.0,2.085714285714286,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-21 00:00:00,Remarketing,Empréstimo,HOT,19260.0,120.0,75.0,,0.0,0.0,0.0062305295950155,0.0,0.625,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-21 00:00:00,Conversão,Empréstimo,COLD,7820.0,430.0,1860.8,,0.0,0.0,0.0549872122762148,0.0,4.327441860465116,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-21 00:00:00,REMARKETING,Empréstimo,COLD,7090.0,60.0,152.10000000000002,0.0,0.0,0.0,0.0084626234132581,0.0,2.5350000000000006,0.0,0.0,-1.0,METAADS,
2022-09-21 00:00:00,CONVERSAO,Empréstimo,HOT,63750.0,320.0,1578.5,0.0,0.0,0.0,0.0050196078431372,0.0,4.9328125,0.0,0.0,-1.0,METAADS,
2022-09-21 00:00:00,REMARKETING,Empréstimo,COLD,88680.0,600.0,1970.7,0.0,2.0,26919.0,0.006765899864682,0.0033333333333333,3.2844999999999995,985.35,13.65961333536307,12.659613335363067,METAADS,
2022-09-21 00:00:00,CONVERSAO,Empréstimo,HOT,7540.0,50.0,499.4,0.0,0.0,0.0,0.006631299734748,0.0,9.988,0.0,0.0,-1.0,METAADS,
2022-09-22 00:00:00,Remarketing,Empréstimo,HOT,20390.0,170.0,140.0,,0.0,0.0,0.0083374203040706,0.0,0.8235294117647058,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-22 00:00:00,Conversão,Empréstimo,COLD,8230.0,340.0,1278.1,,1.0,14955.0,0.0413122721749696,1.0,3.7591176470588232,1278.1,11.70096236601205,10.70096236601205,GOOGLE ADS,
2022-09-22 00:00:00,Institucional,Empréstimo,COLD,1200.0,100.0,133.6,,0.0,0.0,0.0833333333333333,0.0,1.336,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-22 00:00:00,REMARKETING,Empréstimo,COLD,15230.0,120.0,297.2,0.0,0.0,0.0,0.0078791858174655,0.0,2.4766666666666666,0.0,0.0,-1.0,METAADS,
2022-09-22 00:00:00,CONVERSAO,Empréstimo,HOT,65520.0,360.0,1576.6,0.0,0.0,0.0,0.0054945054945054,0.0,4.379444444444444,0.0,0.0,-1.0,METAADS,
2022-09-22 00:00:00,REMARKETING,Empréstimo,COLD,105820.0,610.0,1957.9,0.0,0.0,0.0,0.0057645057645057,0.0,3.2096721311475407,0.0,0.0,-1.0,METAADS,
2022-09-22 00:00:00,CONVERSAO,Empréstimo,HOT,7720.0,60.0,487.7000000000001,0.0,0.0,0.0,0.0077720207253886,0.0,8.128333333333334,0.0,0.0,-1.0,METAADS,
2022-09-23 00:00:00,Remarketing,Empréstimo,HOT,17090.0,120.0,90.9,,0.0,0.0,0.0070216500877706,0.0,0.7575000000000001,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-23 00:00:00,Conversão,Empréstimo,COLD,5530.0,300.0,1018.2,,0.0,0.0,0.0542495479204339,0.0,3.394,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-23 00:00:00,Institucional,Empréstimo,COLD,1020.0,130.0,223.0,,0.0,0.0,0.1274509803921568,0.0,1.7153846153846153,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-23 00:00:00,REMARKETING,Empréstimo,COLD,19670.0,150.0,290.9,0.0,0.0,0.0,0.0076258261311642,0.0,1.939333333333333,0.0,0.0,-1.0,METAADS,
2022-09-23 00:00:00,CONVERSAO,Empréstimo,HOT,55490.0,350.0,1559.4,0.0,1.0,13459.5,0.0063074427824833,0.0028571428571428,4.455428571428572,1559.4,8.63120430934975,7.63120430934975,METAADS,
2022-09-23 00:00:00,REMARKETING,Empréstimo,COLD,92880.0,570.0,1908.9,0.0,1.0,13459.5,0.0061369509043927,0.0017543859649122,3.348947368421052,1908.9,7.050919377652051,6.050919377652051,METAADS,
2022-09-23 00:00:00,CONVERSAO,Empréstimo,HOT,8300.0,90.0,477.5,0.0,0.0,0.0,0.0108433734939759,0.0,5.305555555555555,0.0,0.0,-1.0,METAADS,
2022-09-24 00:00:00,Institucional,Empréstimo,COLD,500.0,40.0,13.0,,0.0,0.0,0.08,0.0,0.325,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-24 00:00:00,Remarketing,Empréstimo,HOT,18710.0,90.0,103.0,,0.0,0.0,0.0048102618920363,0.0,1.1444444444444444,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-24 00:00:00,Conversão,Empréstimo,COLD,4110.0,160.0,543.6,,0.0,0.0,0.0389294403892944,0.0,3.3975,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-24 00:00:00,REMARKETING,Empréstimo,COLD,22170.0,140.0,323.7,0.0,0.0,0.0,0.0063148398737032,0.0,2.3121428571428573,0.0,0.0,-1.0,METAADS,
2022-09-24 00:00:00,CONVERSAO,Empréstimo,HOT,50500.0,400.0,1624.4,0.0,0.0,0.0,0.0079207920792079,0.0,4.061,0.0,0.0,-1.0,METAADS,
2022-09-24 00:00:00,REMARKETING,Empréstimo,COLD,84930.0,540.0,2082.6,0.0,1.0,13459.5,0.0063581773225008,0.0018518518518518,3.8566666666666665,2082.6,6.462834917891098,5.462834917891097,METAADS,
2022-09-24 00:00:00,CONVERSAO,Empréstimo,HOT,8100.0,40.0,480.7,0.0,0.0,0.0,0.0049382716049382,0.0,12.0175,0.0,0.0,-1.0,METAADS,
2022-09-25 00:00:00,Institucional,Empréstimo,COLD,540.0,90.0,169.20000000000002,,1.0,14955.0,0.1666666666666666,1.0,1.88,169.20000000000002,88.38652482269502,87.38652482269502,GOOGLE ADS,
2022-09-25 00:00:00,Remarketing,Empréstimo,HOT,22920.0,210.0,174.60000000000002,,0.0,0.0,0.0091623036649214,0.0,0.8314285714285715,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-25 00:00:00,Conversão,Empréstimo,COLD,3790.0,140.0,507.8,,0.0,0.0,0.0369393139841688,0.0,3.627142857142857,0.0,0.0,-1.0,GOOGLE ADS,
2022-09-25 00:00:00,REMARKETING,Empréstimo,COLD,22880.0,160.0,322.1,0.0,0.0,0.0,0.0069930069930069,0.0,2.013125,0.0,0.0,-1.0,METAADS,
2022-09-25 00:00:00,CONVERSAO,Empréstimo,HOT,57910.0,350.0,1712.5,0.0,0.0,0.0,0.0060438611638749,0.0,4.892857142857143,0.0,0.0,-1.0,METAADS,
2022-09-25 00:00:00,REMARKETING,Empréstimo,COLD,82810.0,470.0,2156.3,0.0,0.0,0.0,0.0056756430382804,0.0,4.587872340425532,0.0,0.0,-1.0,METAADS,
2022-09-25 00:00:00,CONVERSAO,Empréstimo,HOT,8880.0,80.0,531.0,0.0,0.0,0.0,0.009009009009009,0.0,6.6375,0.0,0.0,-1.0,METAADS,
2022-09-26 00:00:00,Conversão,Empréstimo,COLD,8820.0,450.0,1637.9,,0.0,0.0,0.0510204081632653,0.0,3.639777777777777,0.0,0.0,-1.0,GOOGLE ADS,
